Region,Year,Quarter,AACI
MN,1995,1,-1.248478895
MN,1995,2,0.152867222
MN,1995,3,1.733938884
MN,1995,4,-1.631132676
MN,1996,1,0.042790607
MN,1996,2,-1.339408039
MN,1996,3,1.096599186
MN,1996,4,0.018619247
MN,1997,1,-0.244158171
MN,1997,2,-1.494095109
MN,1997,3,-0.902897905
MN,1997,4,-0.695840247
MN,1998,1,-1.19561991
MN,1998,2,0.512287178
MN,1998,3,-0.865407335
MN,1998,4,-0.345105586
MN,1999,1,0.397700938
MN,1999,2,0.221111517
MN,1999,3,-0.415520489
MN,1999,4,-0.072311961
MN,2000,1,0.473213775
MN,2000,2,-1.143774392
MN,2000,3,0.140589639
MN,2000,4,-0.351600672
MN,2001,1,1.099970317
MN,2001,2,-0.26569779
MN,2001,3,0.752935624
MN,2001,4,0.408324426
MN,2002,1,0.510970193
MN,2002,2,-0.975438463
MN,2002,3,0.721693482
MN,2002,4,1.01886254
MN,2003,1,-0.266812022
MN,2003,2,1.54050123
MN,2003,3,0.053111641
MN,2003,4,-0.845227232
MN,2004,1,-0.100683782
MN,2004,2,-0.411285621
MN,2004,3,0.496750059
MN,2004,4,0.148520974
MN,2005,1,0.752611269
MN,2005,2,-0.511377254
MN,2005,3,0.634215484
MN,2005,4,1.239695474
MN,2006,1,0.964047211
MN,2006,2,-0.429484099
MN,2006,3,-1.833913739
MN,2006,4,1.025357626
MN,2007,1,1.00180363
MN,2007,2,0.808012458
MN,2007,3,0.278055064
MN,2007,4,1.518984186
MN,2008,1,0.216470131
MN,2008,2,-0.907194168
MN,2008,3,1.740187313
MN,2008,4,0.973396936
MN,2009,1,-0.017619662
MN,2009,2,2.022760918
MN,2009,3,-0.60922177
MN,2009,4,0.629157361
MN,2010,1,-1.27868403
MN,2010,2,-0.556873451
MN,2010,3,-0.021869499
MN,2010,4,-0.013856184
MN,2011,1,0.850777957
MN,2011,2,-0.292995509
MN,2011,3,-0.190577067
MN,2011,4,2.980378607
MN,2012,1,0.125854727
MN,2012,2,0.48043984
MN,2012,3,-0.165583353
MN,2012,4,-0.384076104
MN,2013,1,0.631790731
MN,2013,2,0.339401629
MN,2013,3,-0.521743772
MN,2013,4,0.921436245
MN,2014,1,1.817342263
MN,2014,2,-0.261148171
MN,2014,3,0.015621071
MN,2014,4,0.791534519
MN,2015,1,0.896085659
MN,2015,2,1.344867583
MN,2015,3,-2.440011295
MN,2015,4,-0.9556437
MN,2016,1,-0.682132622
MN,2016,2,1.38126454
MN,2016,3,1.79017474
MN,2016,4,3.486995339
MN,2017,1,2.210009012
MN,2017,2,-0.989087322
MN,2017,3,0.390526776
MN,2017,4,-0.578928693
MN,2018,1,1.688970441
MN,2018,2,0.580531473
MN,2018,3,-1.196574041
