Region,Year,Quarter,AACI
MN,1983,4,-0.502120372
MN,1984,1,-0.454725426
MN,1984,2,-0.547292103
MN,1984,3,-0.312304399
MN,1984,4,-0.376471377
MN,1985,1,0.181443127
MN,1985,2,0.032002874
MN,1985,3,-0.459400612
MN,1985,4,-0.196525367
MN,1986,1,0.087830948
MN,1986,2,-0.116672977
MN,1986,3,0.082043497
MN,1986,4,-0.100405099
MN,1987,1,0.22857694
MN,1987,2,-0.031723427
MN,1987,3,-0.297706855
MN,1987,4,0.128487338
MN,1988,1,0.50144855
MN,1988,2,1.575791006
MN,1988,3,0.366594751
MN,1988,4,0.638590927
MN,1989,1,-0.050656097
MN,1989,2,-0.378855076
MN,1989,3,-0.385957248
MN,1989,4,0.068704569
MN,1990,1,0.459492384
MN,1990,2,1.07931744
MN,1990,3,-0.161970022
MN,1990,4,0.225867889
MN,1991,1,-0.131042043
MN,1991,2,-0.367301571
MN,1991,3,-0.165017561
MN,1991,4,-0.442752283
MN,1992,1,0.449574734
MN,1992,2,0.456608708
MN,1992,3,-0.23248288
MN,1992,4,0.28618031
MN,1993,1,-0.262143127
MN,1993,2,-0.21903463
MN,1993,3,-0.142509957
MN,1993,4,-0.441429836
MN,1994,1,0.845801722
MN,1994,2,-0.374684982
MN,1994,3,-0.363514278
MN,1994,4,-0.554084603
MN,1995,1,-0.418511756
MN,1995,2,-0.082485458
MN,1995,3,0.588742258
MN,1995,4,0.002204687
MN,1996,1,-0.068495229
MN,1996,2,0.293574342
MN,1996,3,0.30635653
MN,1996,4,0.097871189
MN,1997,1,-0.375688644
MN,1997,2,-0.392894179
MN,1997,3,-0.360703512
MN,1997,4,-0.431306728
MN,1998,1,-0.35512682
MN,1998,2,0.789276598
MN,1998,3,0.794110637
MN,1998,4,1.009771841
MN,1999,1,-0.591864436
MN,1999,2,-0.491727634
MN,1999,3,-0.453690455
MN,1999,4,-0.576855839
MN,2000,1,-0.499390199
MN,2000,2,-0.489733673
MN,2000,3,-0.389355125
MN,2000,4,-0.432474689
MN,2001,1,-0.475663791
MN,2001,2,-0.538615116
MN,2001,3,-0.466619584
MN,2001,4,-0.163742089
MN,2002,1,0.767614614
MN,2002,2,0.136334409
MN,2002,3,0.072239128
MN,2002,4,0.462225384
MN,2003,1,0.194496319
MN,2003,2,-0.002053903
MN,2003,3,0.296457854
MN,2003,4,0.632105625
MN,2004,1,-0.331754412
MN,2004,2,-0.132608888
MN,2004,3,-0.474667029
MN,2004,4,0.273277876
MN,2005,1,-0.07238133
MN,2005,2,0.934082084
MN,2005,3,0.512203213
MN,2005,4,0.714858451
MN,2006,1,0.29444012
MN,2006,2,-0.195804534
MN,2006,3,-0.067593796
MN,2006,4,-0.277513669
MN,2007,1,-0.24581686
MN,2007,2,0.096353298
MN,2007,3,-0.161080669
MN,2007,4,-0.152359122
MN,2008,1,-0.124075419
MN,2008,2,-0.50513809
MN,2008,3,-0.129145727
MN,2008,4,0.174537806
MN,2009,1,-0.209216892
MN,2009,2,-0.48643578
MN,2009,3,0.610880549
MN,2009,4,-0.103053502
MN,2010,1,0.201443855
